https://redding.craigslist.org/cto/d/redding-2018-tesla-model-long-range/7267196082.html,2018 tesla model long range,$34900,https://images.craigslist.org/00e0e_cOOL42OpHv7_0lM0t2_600x450.jpg|https://images.craigslist.org/00e0e_cOOL42OpHv7_0lM0t2_50x50c.jpg|https://images.craigslist.org/00Y0Y_kx7YNumXvvs_0lM0t2_50x50c.jpg|https://images.craigslist.org/00X0X_eduUrIzevxL_0lM0t2_50x50c.jpg|https://images.craigslist.org/00U0U_9gFpFya4B75_0lM0t2_50x50c.jpg|https://images.craigslist.org/00x0x_9976k2am5JI_0lM0t2_50x50c.jpg|https://images.craigslist.org/00N0N_9rvvYpV82hJ_0CI0t2_50x50c.jpg
https://sacramento.craigslist.org/cto/d/redding-tesla-model-long-range/7267194802.html,Tesla model 3 long range,$34900,https://images.craigslist.org/00X0X_cOOL42OpHv7z_0lM0t2_600x450.jpg|https://images.craigslist.org/00X0X_cOOL42OpHv7z_0lM0t2_50x50c.jpg|https://images.craigslist.org/00i0i_9gFpFya4B75z_0lM0t2_50x50c.jpg|https://images.craigslist.org/00000_j4Xq8eS8jdbz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00a0a_eduUrIzevxLz_0lM0t2_50x50c.jpg|https://images.craigslist.org/01010_hTdIjYFZKqDz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00000_kRsSTbxBT5Iz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00303_8WoVi29CU3Lz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00P0P_4BmsiRbMljWz_0lM0t2_50x50c.jpg
https://sandiego.craigslist.org/nsd/cto/d/rancho-santa-fe-pearl-white-tesla/7278576161.html,Pearl White Tesla 3 Standard,$33000,https://images.craigslist.org/00y0y_1guysYxuTw9z_0cI08t_600x450.jpg|https://images.craigslist.org/00y0y_1guysYxuTw9z_0cI08t_50x50c.jpg|https://images.craigslist.org/00e0e_70DGBIX9ApKz_0cI08t_50x50c.jpg|https://images.craigslist.org/00D0D_b9Bj2NPO3CHz_0cI08t_50x50c.jpg|https://images.craigslist.org/00m0m_eviAg8ZecUlz_0cI08t_50x50c.jpg
https://orangecounty.craigslist.org/cto/d/irvine-2019-tesla-model-standard-range/7267627356.html,2019 Tesla Model 3 Standard Range Sedan 4D sedan Black,$33000,https://images.craigslist.org/00Z0Z_5bO5VXwhumJz_0pO0jm_600x450.jpg|https://images.craigslist.org/00Z0Z_5bO5VXwhumJz_0pO0jm_50x50c.jpg|https://images.craigslist.org/00m0m_10WH8g6X9yRz_0pO0jm_50x50c.jpg|https://images.craigslist.org/00J0J_hzvvKLshX0hz_0pO0jm_50x50c.jpg
https://losangeles.craigslist.org/wst/cto/d/torrance-tesla-model-long-range/7265252750.html,TESLA MODEL 3  2018  LONG RANGE,$33900,https://images.craigslist.org/00m0m_32kN98lWsTZz_0CI0t2_600x450.jpg|https://images.craigslist.org/00m0m_32kN98lWsTZz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00f0f_1rdkRbOtCkwz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00j0j_1ju71kDv7erz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00x0x_l2nOzgySvZez_0CI0t2_50x50c.jpg|https://images.craigslist.org/00Z0Z_l1KMeeFq1erz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00o0o_3I3guUvLXHsz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00F0F_1xVSaHeUwqcz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00c0c_e5RbvhZGVMuz_0CI0t2_50x50c.jpg
https://sfbay.craigslist.org/pen/cto/d/mountain-view-tesla-model-enhanced/7278432228.html,Tesla Model 3 Enhanced Autopilot Mid Range Late 2018 Premium,$34250,https://images.craigslist.org/00202_hTLYujbktBlz_0CI0pR_600x450.jpg|https://images.craigslist.org/00202_hTLYujbktBlz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00T0T_cLNj7hRsLVmz_0CI0pR_50x50c.jpg|https://images.craigslist.org/01717_bT1ZN8ci8rWz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00w0w_i0kwCO9jHKlz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00y0y_2C1sE1EKaW2z_0kg09O_50x50c.jpg|https://images.craigslist.org/00V0V_9MmGr6KPbl5z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00V0V_j89tnjMqW1lz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00404_g50BEBGhEX3z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00T0T_f6niQtNB8XEz_0CI0pR_50x50c.jpg|https://images.craigslist.org/01414_bp2kr3IrEhsz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00Y0Y_7tfWkbCk1tMz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00U0U_dgYw45q7AWvz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00R0R_cdkkjFQRQYUz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00707_5iZNTo5sRt6z_0CI0pR_50x50c.jpg|https://images.craigslist.org/01313_ra1lUdFTSOz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00y0y_fqUsTRS9Y2dz_0pR0CI_50x50c.jpg|https://images.craigslist.org/00505_xKEw88x55Tz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00o0o_awOAVWP8RbQz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00t0t_5EwA8Viohkuz_0pR0CI_50x50c.jpg|https://images.craigslist.org/00n0n_2KlDT8XmaKbz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00909_2NXtXSfadL9z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00G0G_RAhKJv4yrdz_0CI0oQ_50x50c.jpg
https://sfbay.craigslist.org/sby/cto/d/milpitas-2019-tesla-model-mid-range/7277228255.html,2019 Tesla Model 3 Mid range Premium Interior Black very low miles,$33700,https://images.craigslist.org/00G0G_2DrP97AjoFTz_0MM132_600x450.jpg|https://images.craigslist.org/00G0G_2DrP97AjoFTz_0MM132_50x50c.jpg|https://images.craigslist.org/00s0s_5bi4YjCvZBfz_0ew0jm_50x50c.jpg|https://images.craigslist.org/00U0U_joyBWkpDO0pz_0ew0jm_50x50c.jpg|https://images.craigslist.org/00O0O_doOpKM1Rt0Jz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00v0v_4OvJ936xPEfz_0t20CI_50x50c.jpg|https://images.craigslist.org/00707_epwCFdhGvRoz_0t20CI_50x50c.jpg|https://images.craigslist.org/00P0P_b1lcoRZbCDZz_0t20CI_50x50c.jpg|https://images.craigslist.org/00404_12sGbfTe3blz_0t20CI_50x50c.jpg|https://images.craigslist.org/00C0C_lq4QntHRUnRz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00202_9PewYXFF5Qlz_0lM0t2_50x50c.jpg|https://images.craigslist.org/00i0i_8huMCqkIVqDz_0t20CI_50x50c.jpg
https://sfbay.craigslist.org/pen/cto/d/mountain-view-nov-2018-tesla-model-mid/7276187520.html,Nov. 2018 Tesla Model 3 Mid Range Enhanced Autopilot premium 14k mi,$34750,https://images.craigslist.org/00T0T_cLNj7hRsLVmz_0CI0pR_600x450.jpg|https://images.craigslist.org/00T0T_cLNj7hRsLVmz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00202_hTLYujbktBlz_0CI0pR_50x50c.jpg|https://images.craigslist.org/01717_bT1ZN8ci8rWz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00w0w_i0kwCO9jHKlz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00y0y_2C1sE1EKaW2z_0kg09O_50x50c.jpg|https://images.craigslist.org/00V0V_9MmGr6KPbl5z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00V0V_j89tnjMqW1lz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00404_g50BEBGhEX3z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00T0T_f6niQtNB8XEz_0CI0pR_50x50c.jpg|https://images.craigslist.org/01414_bp2kr3IrEhsz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00Y0Y_7tfWkbCk1tMz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00U0U_dgYw45q7AWvz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00R0R_cdkkjFQRQYUz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00707_5iZNTo5sRt6z_0CI0pR_50x50c.jpg|https://images.craigslist.org/01313_ra1lUdFTSOz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00y0y_fqUsTRS9Y2dz_0pR0CI_50x50c.jpg|https://images.craigslist.org/00505_xKEw88x55Tz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00o0o_awOAVWP8RbQz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00t0t_5EwA8Viohkuz_0pR0CI_50x50c.jpg|https://images.craigslist.org/00n0n_2KlDT8XmaKbz_0CI0pR_50x50c.jpg|https://images.craigslist.org/00909_2NXtXSfadL9z_0CI0pR_50x50c.jpg|https://images.craigslist.org/00G0G_RAhKJv4yrdz_0CI0oQ_50x50c.jpg
https://sfbay.craigslist.org/eby/cto/d/dublin-2018-tesla-model-pearl-white/7278567260.html,2018 Tesla Model 3 - Pearl White,$34500,https://images.craigslist.org/00G0G_3DBCTvScQm8z_0CI0t2_600x450.jpg|https://images.craigslist.org/00G0G_3DBCTvScQm8z_0CI0t2_50x50c.jpg|https://images.craigslist.org/00K0K_c4ba0aohzq3z_0CI0t2_50x50c.jpg|https://images.craigslist.org/00101_fvao9vtirQRz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00909_dUO17pwCwkvz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00303_MBIKT1hbHvz_0CI0t2_50x50c.jpg|https://images.craigslist.org/01414_fJizLZnI6WCz_0t20CI_50x50c.jpg
https://sfbay.craigslist.org/eby/cto/d/oakland-2018-tesla-model-32k/7273297627.html,2018 Tesla Model 3 $32k,$32000,https://images.craigslist.org/00U0U_kfLAXeGhbPCz_0CI0t2_600x450.jpg|https://images.craigslist.org/00U0U_kfLAXeGhbPCz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00C0C_2wcDoeJryXz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00Q0Q_jZixufG8njCz_0CI0t2_50x50c.jpg|https://images.craigslist.org/00C0C_8cYohPpisxqz_0t20CI_50x50c.jpg
